Zip Code,Place Name,State,State Abbreviation,County,Latitude,Longitude
92685,Westminster,California,CA,Orange,33.7528,-117.9951
92688,Rancho Santa Margarita,California,CA,Orange,33.6512,-117.5938
92690,Mission Viejo,California,CA,Orange,33.6117,-117.643
92691,Mission Viejo,California,CA,Orange,33.6128,-117.6622
92692,Mission Viejo,California,CA,Orange,33.6144,-117.6433
92693,San Juan Capistrano,California,CA,Orange,33.4977,-117.6651
92694,Ladera Ranch,California,CA,Orange,33.5472,-117.6238
92697,Irvine,California,CA,Orange,33.6485,-117.8387
92698,Aliso Viejo,California,CA,Orange,33.6686,-117.8386
92701,Santa Ana,California,CA,Orange,33.7523,-117.8541
92702,Santa Ana,California,CA,Orange,33.7365,-117.8714
92703,Santa Ana,California,CA,Orange,33.7489,-117.9072
92704,Santa Ana,California,CA,Orange,33.7249,-117.909
92705,Santa Ana,California,CA,Orange,33.754,-117.7919
92706,Santa Ana,California,CA,Orange,33.7691,-117.8855
92707,Santa Ana,California,CA,Orange,33.7086,-117.8701
92708,Fountain Valley,California,CA,Orange,33.7102,-117.9503
92711,Santa Ana,California,CA,Orange,33.7669,-117.8043
92712,Santa Ana,California,CA,Orange,33.7496,-117.875
92728,Fountain Valley,California,CA,Orange,33.714,-117.9284
92735,Santa Ana,California,CA,Orange,33.7188,-117.8546
92780,Tustin,California,CA,Orange,33.7364,-117.8229
92781,Tustin,California,CA,Orange,33.7369,-117.8181
92782,Tustin,California,CA,Orange,33.7346,-117.7869
92799,Santa Ana,California,CA,Orange,33.7205,-117.9098
92801,Anaheim,California,CA,Orange,33.8428,-117.9546
92802,Anaheim,California,CA,Orange,33.8085,-117.9228
92803,Anaheim,California,CA,Orange,33.8397,-117.9388
92804,Anaheim,California,CA,Orange,33.8186,-117.9729
92805,Anaheim,California,CA,Orange,33.8359,-117.9086
92806,Anaheim,California,CA,Orange,33.8356,-117.8681
92807,Anaheim,California,CA,Orange,33.8544,-117.7858
92808,Anaheim,California,CA,Orange,33.8579,-117.7513
92809,Anaheim,California,CA,Orange,33.8426,-117.9388
92811,Atwood,California,CA,Orange,33.8674,-117.831
92812,Anaheim,California,CA,Orange,33.817,-117.9286
92814,Anaheim,California,CA,Orange,33.8173,-117.9607
92815,Anaheim,California,CA,Orange,33.8319,-117.9121
92816,Anaheim,California,CA,Orange,33.8401,-117.8867
92817,Anaheim,California,CA,Orange,33.8512,-117.7915
92821,Brea,California,CA,Orange,33.9291,-117.8845
92822,Brea,California,CA,Orange,33.9187,-117.8892
92823,Brea,California,CA,Orange,33.923,-117.798
92825,Anaheim,California,CA,Orange,33.8356,-117.9132
92831,Fullerton,California,CA,Orange,33.8873,-117.8946
92832,Fullerton,California,CA,Orange,33.868,-117.9265
92833,Fullerton,California,CA,Orange,33.8766,-117.9551
92834,Fullerton,California,CA,Orange,33.8768,-117.897
92835,Fullerton,California,CA,Orange,33.8994,-117.9063
92836,Fullerton,California,CA,Orange,33.8755,-117.9038
92837,Fullerton,California,CA,Orange,33.8695,-117.9611
92838,Fullerton,California,CA,Orange,33.8934,-117.931
92840,Garden Grove,California,CA,Orange,33.7869,-117.9273
92841,Garden Grove,California,CA,Orange,33.7817,-117.9766
92842,Garden Grove,California,CA,Orange,33.7783,-117.9456
92843,Garden Grove,California,CA,Orange,33.7671,-117.929
92844,Garden Grove,California,CA,Orange,33.7661,-117.9738
92845,Garden Grove,California,CA,Orange,33.7787,-118.0267
92846,Garden Grove,California,CA,Orange,33.788,-118.0325
92850,Anaheim,California,CA,Orange,33.8442,-117.9555
92856,Orange,California,CA,Orange,33.7841,-117.8435
92857,Orange,California,CA,Orange,33.8317,-117.8491
92859,Orange,California,CA,Orange,33.8027,-117.7867
92860,Norco,California,CA,Riverside,33.9247,-117.5517
92861,Villa Park,California,CA,Orange,33.8205,-117.8104
92862,Orange,California,CA,Orange,33.7915,-117.714
92863,Orange,California,CA,Orange,33.8153,-117.8273
92864,Orange,California,CA,Orange,33.8143,-117.8308
92865,Orange,California,CA,Orange,33.8263,-117.8511
92866,Orange,California,CA,Orange,33.7877,-117.8423
92867,Orange,California,CA,Orange,33.811,-117.8493
92868,Orange,California,CA,Orange,33.7875,-117.8776
92869,Orange,California,CA,Orange,33.7868,-117.7934
92870,Placentia,California,CA,Orange,33.8744,-117.8543
92871,Placentia,California,CA,Orange,33.8829,-117.8557
92877,Corona,California,CA,Riverside,33.8753,-117.5664
92878,Corona,California,CA,Riverside,33.8753,-117.5664
92879,Corona,California,CA,Riverside,33.8797,-117.5354
92880,Corona,California,CA,Riverside,33.9208,-117.6096
92881,Corona,California,CA,Riverside,33.8241,-117.5198
92882,Corona,California,CA,Riverside,33.8419,-117.6043
92883,Corona,California,CA,Riverside,33.7541,-117.474
92885,Yorba Linda,California,CA,Orange,33.8911,-117.8222
92886,Yorba Linda,California,CA,Orange,33.9058,-117.7865
92887,Yorba Linda,California,CA,Orange,33.8841,-117.7304
92899,Anaheim,California,CA,Orange,33.8373,-117.8712
93001,Ventura,California,CA,Ventura,34.3308,-119.3584
93002,Ventura,California,CA,Ventura,34.2783,-119.2932
93003,Ventura,California,CA,Ventura,34.2846,-119.2222
93004,Ventura,California,CA,Ventura,34.2788,-119.1651
93005,Ventura,California,CA,Ventura,34.2783,-119.2932
93006,Ventura,California,CA,Ventura,34.2783,-119.2932
93007,Ventura,California,CA,Ventura,34.2783,-119.2932
93009,Ventura,California,CA,Ventura,34.3562,-119.1462
93010,Camarillo,California,CA,Ventura,34.2313,-119.0464
93011,Camarillo,California,CA,Ventura,34.2164,-119.0376
93012,Camarillo,California,CA,Ventura,34.2218,-118.9866
93013,Carpinteria,California,CA,Santa Barbara,34.4036,-119.5183
93014,Carpinteria,California,CA,Santa Barbara,34.3989,-119.5185
93015,Fillmore,California,CA,Ventura,34.3992,-118.9182
93016,Fillmore,California,CA,Ventura,34.3992,-118.9182
93020,Moorpark,California,CA,Ventura,34.2856,-118.882
93021,Moorpark,California,CA,Ventura,34.2784,-118.8771
93022,Oak View,California,CA,Ventura,34.402,-119.2982
93023,Ojai,California,CA,Ventura,34.4451,-119.2565
93024,Ojai,California,CA,Ventura,34.448,-119.2429
93030,Oxnard,California,CA,Ventura,34.2141,-119.175
93031,Oxnard,California,CA,Ventura,34.0324,-119.1343
93032,Oxnard,California,CA,Ventura,34.1975,-119.1771
93033,Oxnard,California,CA,Ventura,34.1685,-119.1717
93034,Oxnard,California,CA,Ventura,34.0324,-119.1343
93035,Oxnard,California,CA,Ventura,34.1822,-119.216
93036,Oxnard,California,CA,Ventura,34.2351,-119.182
93040,Piru,California,CA,Ventura,34.4352,-118.7855
93041,Port Hueneme,California,CA,Ventura,34.1626,-119.1973
93042,Point Mugu Nawc,California,CA,Ventura,34.1134,-119.1124
93043,Port Hueneme Cbc Base,California,CA,Ventura,34.1621,-119.2074
93044,Port Hueneme,California,CA,Ventura,34.1478,-119.1951
93060,Santa Paula,California,CA,Ventura,34.3547,-119.0713
93061,Santa Paula,California,CA,Ventura,34.3542,-119.0593
93062,Simi Valley,California,CA,Ventura,34.2694,-118.7815
93063,Simi Valley,California,CA,Ventura,34.3046,-118.6844
93064,Brandeis,California,CA,Ventura,34.2582,-118.7107
93065,Simi Valley,California,CA,Ventura,34.2656,-118.7653
93066,Somis,California,CA,Ventura,34.2798,-119.0115
93067,Summerland,California,CA,Santa Barbara,34.4214,-119.5965
93094,Simi Valley,California,CA,Ventura,34.2694,-118.7815
93099,Simi Valley,California,CA,Ventura,34.2694,-118.7815
93101,Santa Barbara,California,CA,Santa Barbara,34.4197,-119.7078
93102,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93103,Santa Barbara,California,CA,Santa Barbara,34.4291,-119.6833
93105,Santa Barbara,California,CA,Santa Barbara,34.4369,-119.7285
93106,Santa Barbara,California,CA,Santa Barbara,34.4329,-119.8371
93107,Santa Barbara,California,CA,Santa Barbara,34.4218,-119.8637
93108,Santa Barbara,California,CA,Santa Barbara,34.4378,-119.6159
93109,Santa Barbara,California,CA,Santa Barbara,34.4038,-119.7194
93110,Santa Barbara,California,CA,Santa Barbara,34.4418,-119.7647
93111,Santa Barbara,California,CA,Santa Barbara,34.4453,-119.8025
93116,Goleta,California,CA,Santa Barbara,34.4358,-119.8276
93117,Goleta,California,CA,Santa Barbara,34.4296,-119.8612
93118,Goleta,California,CA,Santa Barbara,34.4358,-119.8276
93120,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93121,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93130,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93140,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93150,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93160,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93190,Santa Barbara,California,CA,Santa Barbara,34.4208,-119.6982
93199,Goleta,California,CA,Santa Barbara,34.2628,-119.8486
93201,Alpaugh,California,CA,Tulare,35.8877,-119.4873
93202,Armona,California,CA,Kings,36.3095,-119.7053
93203,Arvin,California,CA,Kern,35.1966,-118.8336
93204,Avenal,California,CA,Kings,35.9877,-120.1227
93205,Bodfish,California,CA,Kern,35.587,-118.4847
93206,Buttonwillow,California,CA,Kern,35.4033,-119.4659
93207,California Hot Springs,California,CA,Tulare,35.8818,-118.6561
93208,Camp Nelson,California,CA,Tulare,36.1427,-118.6093
93210,Coalinga,California,CA,Fresno,36.1624,-120.3489
93212,Corcoran,California,CA,Kings,36.0865,-119.5607
93215,Delano,California,CA,Kern,35.7715,-119.2459
93216,Delano,California,CA,Kern,35.7688,-119.2471
93218,Ducor,California,CA,Tulare,35.8916,-119.0473
93219,Earlimart,California,CA,Tulare,35.8744,-119.281
93220,Edison,California,CA,Kern,35.3475,-118.8718
93221,Exeter,California,CA,Tulare,36.3041,-119.1293
93222,Pine Mountain Club,California,CA,Kern,34.8469,-119.1568
93223,Farmersville,California,CA,Tulare,36.3002,-119.2054
93224,Fellows,California,CA,Kern,35.1786,-119.5412
93225,Frazier Park,California,CA,Kern,34.8265,-119.0355
93226,Glennville,California,CA,Kern,35.7377,-118.7169
93227,Goshen,California,CA,Tulare,36.3572,-119.4254
93230,Hanford,California,CA,Kings,36.3314,-119.6491
93232,Hanford,California,CA,Kings,36.3275,-119.6457
93234,Huron,California,CA,Fresno,36.2371,-120.102
93235,Ivanhoe,California,CA,Tulare,36.3856,-119.2189
93237,Kaweah,California,CA,Tulare,36.4727,-118.9029
93238,Kernville,California,CA,Kern,35.755,-118.4047
93239,Kettleman City,California,CA,Kings,36.0083,-119.9618
93240,Lake Isabella,California,CA,Kern,35.669,-118.457
93241,Lamont,California,CA,Kern,35.2571,-118.9124
93242,Laton,California,CA,Fresno,36.4378,-119.7156
93243,Lebec,California,CA,Kern,34.8818,-118.8566
93244,Lemon Cove,California,CA,Tulare,36.4969,-118.9941
93245,Lemoore,California,CA,Kings,36.2682,-119.8173
93246,Lemoore,California,CA,Kings,36.1389,-119.8947
93247,Lindsay,California,CA,Tulare,36.2096,-119.0884
93249,Lost Hills,California,CA,Kern,35.6163,-119.6943
93250,Mc Farland,California,CA,Kern,35.6758,-119.2272
93251,Mc Kittrick,California,CA,Kern,35.3031,-119.6366
93252,Maricopa,California,CA,Kern,35.0589,-119.401
93254,New Cuyama,California,CA,Santa Barbara,34.9967,-119.8238
93255,Onyx,California,CA,Kern,35.6824,-118.0959
93256,Pixley,California,CA,Tulare,35.9553,-119.2564
93257,Porterville,California,CA,Tulare,36.0686,-119.0315
93258,Porterville,California,CA,Tulare,36.0331,-119.0073
93260,Posey,California,CA,Tulare,35.8135,-118.6643
93261,Richgrove,California,CA,Tulare,35.805,-119.1315
93262,Sequoia National Park,California,CA,Tulare,36.6007,-118.711
93263,Shafter,California,CA,Kern,35.497,-119.2801
93265,Springville,California,CA,Tulare,36.1363,-118.7961
93266,Stratford,California,CA,Kings,36.179,-119.8236
93267,Strathmore,California,CA,Tulare,36.1472,-119.0792
93268,Taft,California,CA,Kern,35.1482,-119.4557
93270,Terra Bella,California,CA,Tulare,35.957,-119.0312
93271,Three Rivers,California,CA,Tulare,36.4377,-118.8875
93272,Tipton,California,CA,Tulare,36.0546,-119.3078
93274,Tulare,California,CA,Tulare,36.2022,-119.338
93275,Tulare,California,CA,Tulare,36.2077,-119.3473
93276,Tupman,California,CA,Kern,35.2992,-119.3584
93277,Visalia,California,CA,Tulare,36.3114,-119.3065
93278,Visalia,California,CA,Tulare,36.3302,-119.2921
93279,Visalia,California,CA,Tulare,36.3302,-119.2921
93280,Wasco,California,CA,Kern,35.648,-119.4487
93282,Waukena,California,CA,Tulare,36.1296,-119.5161
93283,Weldon,California,CA,Kern,35.6391,-118.2859
93285,Wofford Heights,California,CA,Kern,35.7246,-118.4559
93286,Woodlake,California,CA,Tulare,36.4313,-119.0918
93287,Woody,California,CA,Kern,35.7068,-118.8439
93290,Visalia,California,CA,Tulare,36.3291,-119.2925
93291,Visalia,California,CA,Tulare,36.3551,-119.301
93292,Visalia,California,CA,Tulare,36.1946,-119.2283
93301,Bakersfield,California,CA,Kern,35.3866,-119.0171
93302,Bakersfield,California,CA,Kern,35.3733,-119.0187
93303,Bakersfield,California,CA,Kern,35.2944,-118.9052
93304,Bakersfield,California,CA,Kern,35.3396,-119.0218
93305,Bakersfield,California,CA,Kern,35.3855,-118.986
93306,Bakersfield,California,CA,Kern,35.3867,-118.9391
93307,Bakersfield,California,CA,Kern,35.3275,-118.9839
93308,Bakersfield,California,CA,Kern,35.4244,-119.0433
93309,Bakersfield,California,CA,Kern,35.3384,-119.0627
93311,Bakersfield,California,CA,Kern,35.3039,-119.1056
93312,Bakersfield,California,CA,Kern,35.3935,-119.1205
93313,Bakersfield,California,CA,Kern,35.2974,-119.0509
93314,Bakersfield,California,CA,Kern,35.3863,-119.17
93380,Bakersfield,California,CA,Kern,35.2944,-118.9052
93383,Bakersfield,California,CA,Kern,35.2944,-118.9052
93384,Bakersfield,California,CA,Kern,35.3733,-119.0187
93385,Bakersfield,California,CA,Kern,35.2944,-118.9052
93386,Bakersfield,California,CA,Kern,35.2944,-118.9052
93387,Bakersfield,California,CA,Kern,35.2944,-118.9052
93388,Bakersfield,California,CA,Kern,35.2944,-118.9052
93389,Bakersfield,California,CA,Kern,35.2944,-118.9052
93390,Bakersfield,California,CA,Kern,35.2944,-118.9052
93401,San Luis Obispo,California,CA,San Luis Obispo,35.2635,-120.6509
93402,Los Osos,California,CA,San Luis Obispo,35.3172,-120.8333
93403,San Luis Obispo,California,CA,San Luis Obispo,35.2828,-120.6596
93405,San Luis Obispo,California,CA,San Luis Obispo,35.2901,-120.6817
93406,San Luis Obispo,California,CA,San Luis Obispo,35.2828,-120.6596
93407,San Luis Obispo,California,CA,San Luis Obispo,35.2828,-120.6596
93408,San Luis Obispo,California,CA,San Luis Obispo,35.2828,-120.6596
93409,San Luis Obispo,California,CA,San Luis Obispo,35.2211,-120.6364
93410,San Luis Obispo,California,CA,San Luis Obispo,35.3471,-120.4553
93412,Los Osos,California,CA,San Luis Obispo,35.3111,-120.8324
93420,Arroyo Grande,California,CA,San Luis Obispo,35.1661,-120.4651
93421,Arroyo Grande,California,CA,San Luis Obispo,35.1186,-120.5907
93422,Atascadero,California,CA,San Luis Obispo,35.4754,-120.6638
93423,Atascadero,California,CA,San Luis Obispo,35.4282,-120.7695
93424,Avila Beach,California,CA,San Luis Obispo,35.18,-120.7318
93426,Bradley,California,CA,Monterey,35.8093,-120.9728
93427,Buellton,California,CA,Santa Barbara,34.6209,-120.1922
93428,Cambria,California,CA,San Luis Obispo,35.5566,-121.084
93429,Casmalia,California,CA,Santa Barbara,34.8458,-120.535
93430,Cayucos,California,CA,San Luis Obispo,35.4446,-120.8908
93432,Creston,California,CA,San Luis Obispo,35.4779,-120.4361
93433,Grover Beach,California,CA,San Luis Obispo,35.121,-120.6173
93434,Guadalupe,California,CA,Santa Barbara,34.96,-120.5703
93435,Harmony,California,CA,San Luis Obispo,35.4919,-120.9763
93436,Lompoc,California,CA,Santa Barbara,34.6583,-120.4506
93437,Lompoc,California,CA,Santa Barbara,34.7532,-120.5171
93438,Lompoc,California,CA,Santa Barbara,34.6392,-120.4579
93440,Los Alamos,California,CA,Santa Barbara,34.7457,-120.2049
93441,Los Olivos,California,CA,Santa Barbara,34.6678,-120.1149
93442,Morro Bay,California,CA,San Luis Obispo,35.3795,-120.8447
93443,Morro Bay,California,CA,San Luis Obispo,35.3658,-120.8499
93444,Nipomo,California,CA,San Luis Obispo,35.0298,-120.4894
93445,Oceano,California,CA,San Luis Obispo,35.1019,-120.608
93446,Paso Robles,California,CA,San Luis Obispo,35.6406,-120.7003
93447,Paso Robles,California,CA,San Luis Obispo,35.7562,-120.6935
93448,Pismo Beach,California,CA,San Luis Obispo,35.1428,-120.6413
93449,Pismo Beach,California,CA,San Luis Obispo,35.1578,-120.6522
93450,San Ardo,California,CA,Monterey,35.9857,-120.8612
93451,San Miguel,California,CA,San Luis Obispo,35.9004,-120.5929
93452,San Simeon,California,CA,San Luis Obispo,35.6668,-121.144
93453,Santa Margarita,California,CA,San Luis Obispo,35.3584,-120.2596
93454,Santa Maria,California,CA,Santa Barbara,34.9545,-120.4325
93455,Santa Maria,California,CA,Santa Barbara,34.8286,-120.4268
93456,Santa Maria,California,CA,Santa Barbara,34.953,-120.4357
93457,Santa Maria,California,CA,Santa Barbara,34.953,-120.4357
93458,Santa Maria,California,CA,Santa Barbara,34.9535,-120.4957
93460,Santa Ynez,California,CA,Santa Barbara,34.624,-120.0713
93461,Shandon,California,CA,San Luis Obispo,35.6513,-120.372
93463,Solvang,California,CA,Santa Barbara,34.6488,-120.1701
93464,Solvang,California,CA,Santa Barbara,34.6744,-120.1115
93465,Templeton,California,CA,San Luis Obispo,35.5551,-120.7107
93475,Oceano,California,CA,San Luis Obispo,35.1004,-120.6111
93483,Grover Beach,California,CA,San Luis Obispo,35.1216,-120.6213
93501,Mojave,California,CA,Kern,35.0478,-118.1735
93502,Mojave,California,CA,Kern,35.0525,-118.174
93504,California City,California,CA,Kern,35.1871,-117.8854
93505,California City,California,CA,Kern,35.1278,-117.9651
93510,Acton,California,CA,Los Angeles,34.4835,-118.1959
93512,Benton,California,CA,Mono,37.8926,-118.5647
93513,Big Pine,California,CA,Inyo,37.1679,-118.2916
93514,Bishop,California,CA,Inyo,37.5014,-118.4048
93515,Bishop,California,CA,Inyo,37.3635,-118.3951
93516,Boron,California,CA,Kern,35.0037,-117.6629
93517,Bridgeport,California,CA,Mono,38.2566,-119.208
93518,Caliente,California,CA,Kern,35.3701,-118.4612
93519,Cantil,California,CA,Kern,35.3089,-117.9684
93522,Darwin,California,CA,Inyo,36.2948,-117.5957
93523,Edwards,California,CA,Kern,34.9261,-117.9351
93524,Edwards,California,CA,Kern,34.932,-117.9071
93526,Independence,California,CA,Inyo,36.8396,-118.2048
93527,Inyokern,California,CA,Kern,35.6397,-117.857
93528,Johannesburg,California,CA,Kern,35.3708,-117.6427
93529,June Lake,California,CA,Mono,37.7773,-119.0825
93530,Keeler,California,CA,Inyo,36.4886,-117.8741
93531,Keene,California,CA,Kern,35.2375,-118.6076
93532,Lake Hughes,California,CA,Los Angeles,34.6847,-118.5442
93534,Lancaster,California,CA,Los Angeles,34.6909,-118.1491
93535,Lancaster,California,CA,Los Angeles,34.7131,-117.8783
93536,Lancaster,California,CA,Los Angeles,34.7471,-118.3687
93539,Lancaster,California,CA,Los Angeles,34.698,-118.1367
93541,Lee Vining,California,CA,Mono,37.989,-119.1234
93542,Little Lake,California,CA,Inyo,35.9366,-117.9067
93543,Littlerock,California,CA,Los Angeles,34.4891,-117.9708
93544,Llano,California,CA,Los Angeles,34.493,-117.7543
93545,Lone Pine,California,CA,Inyo,36.5798,-118.0578
93546,Mammoth Lakes,California,CA,Mono,37.6094,-118.8656
93549,Olancha,California,CA,Inyo,36.23,-117.9552
93550,Palmdale,California,CA,Los Angeles,34.4133,-118.0917
93551,Palmdale,California,CA,Los Angeles,34.6017,-118.231
93552,Palmdale,California,CA,Los Angeles,34.5715,-118.0231
93553,Pearblossom,California,CA,Los Angeles,34.4225,-117.9055
93554,Randsburg,California,CA,Kern,35.3866,-117.7159
93555,Ridgecrest,California,CA,Kern,35.6225,-117.6709
93556,Ridgecrest,California,CA,Kern,35.6225,-117.6709
93558,Red Mountain,California,CA,San Bernardino,35.3479,-117.6214
93560,Rosamond,California,CA,Kern,34.8664,-118.3409
93561,Tehachapi,California,CA,Kern,35.1322,-118.449
93562,Trona,California,CA,San Bernardino,35.7481,-117.3808
93563,Valyermo,California,CA,Los Angeles,34.3966,-117.7604
93581,Tehachapi,California,CA,Kern,35.1322,-118.449
93584,Lancaster,California,CA,Los Angeles,34.698,-118.1367
93586,Lancaster,California,CA,Los Angeles,34.698,-118.1367
93590,Palmdale,California,CA,Los Angeles,34.5794,-118.1165
93591,Palmdale,California,CA,Los Angeles,34.6019,-117.8123
93592,Trona,California,CA,San Bernardino,35.7627,-117.3728
93596,Boron,California,CA,Kern,34.9994,-117.6498
93599,Palmdale,California,CA,Los Angeles,34.5794,-118.1165
93601,Ahwahnee,California,CA,Madera,37.4076,-119.7233
93602,Auberry,California,CA,Fresno,37.0726,-119.4572
93603,Badger,California,CA,Tulare,36.6313,-119.0132
93604,Bass Lake,California,CA,Madera,37.3244,-119.5568
93605,Big Creek,California,CA,Fresno,37.2032,-119.2492
93606,Biola,California,CA,Fresno,36.8032,-120.0185
93607,Burrel,California,CA,Fresno,36.5898,-119.8994
93608,Cantua Creek,California,CA,Fresno,36.4921,-120.3353
93609,Caruthers,California,CA,Fresno,36.5358,-119.8446
93610,Chowchilla,California,CA,Madera,37.1014,-120.2691
93611,Clovis,California,CA,Fresno,36.8253,-119.6802
93612,Clovis,California,CA,Fresno,36.8149,-119.7106
93613,Clovis,California,CA,Fresno,36.8252,-119.7029
93614,Coarsegold,California,CA,Madera,37.2214,-119.7455
93615,Cutler,California,CA,Tulare,36.5243,-119.287
93616,Del Rey,California,CA,Fresno,36.6543,-119.5929
93618,Dinuba,California,CA,Tulare,36.5349,-119.3909
93619,Clovis,California,CA,Tulare,36.8432,-119.6518
93620,Dos Palos,California,CA,Merced,37.0025,-120.6333
93621,Dunlap,California,CA,Fresno,36.7446,-119.0899
93622,Firebaugh,California,CA,Fresno,36.8651,-120.47
93623,Fish Camp,California,CA,Mariposa,37.4785,-119.6404
93624,Five Points,California,CA,Fresno,36.3386,-120.1118
93625,Fowler,California,CA,Fresno,36.6282,-119.671
93626,Friant,California,CA,Fresno,37.0422,-119.6807
93627,Helm,California,CA,Fresno,36.4992,-120.0936
93628,Hume,California,CA,Fresno,36.7515,-118.9575
93630,Kerman,California,CA,Fresno,36.7306,-120.0724
93631,Kingsburg,California,CA,Fresno,36.508,-119.5433
93633,Kings Canyon National Pk,California,CA,Tulare,36.7341,-118.9588
93634,Lakeshore,California,CA,Fresno,37.253,-119.1748
93635,Los Banos,California,CA,Merced,37.0627,-120.8544
93636,Madera,California,CA,Merced,36.9528,-119.8806
93637,Madera,California,CA,Madera,36.9403,-120.082
93638,Madera,California,CA,Madera,37.0402,-120.0335
93639,Madera,California,CA,Madera,36.9613,-120.0607
93640,Mendota,California,CA,Fresno,36.7424,-120.4093
93641,Miramonte,California,CA,Fresno,36.6894,-119.0477
93642,Mono Hot Springs,California,CA,Fresno,37.3266,-119.0176
93643,North Fork,California,CA,Madera,37.2125,-119.5143
93644,Oakhurst,California,CA,Madera,37.3476,-119.6449
93645,O Neals,California,CA,Madera,37.1639,-119.6652
93646,Orange Cove,California,CA,Fresno,36.6255,-119.3204
93647,Orosi,California,CA,Tulare,36.5464,-119.2815
93648,Parlier,California,CA,Fresno,36.6103,-119.5375
93649,Piedra,California,CA,Fresno,36.8417,-119.3496
93650,Fresno,California,CA,Fresno,36.8411,-119.801
93651,Prather,California,CA,Fresno,36.9938,-119.5268
93652,Raisin City,California,CA,Fresno,36.6024,-119.904
93653,Raymond,California,CA,Madera,37.279,-119.8766
93654,Reedley,California,CA,Fresno,36.6044,-119.4378
93656,Riverdale,California,CA,Fresno,36.4295,-119.872
93657,Sanger,California,CA,Fresno,36.7243,-119.5478
93660,San Joaquin,California,CA,Fresno,36.6059,-120.1889
93661,Santa Rita Park,California,CA,Merced,37.1869,-120.6504
93662,Selma,California,CA,Fresno,36.5695,-119.617
93664,Shaver Lake,California,CA,Fresno,37.1397,-119.273
93665,South Dos Palos,California,CA,Merced,36.9644,-120.6532
93666,Sultana,California,CA,Tulare,36.5455,-119.3401
93667,Tollhouse,California,CA,Fresno,36.9943,-119.3914
93668,Tranquillity,California,CA,Fresno,36.6584,-120.2617
93669,Wishon,California,CA,Madera,37.281,-119.557
93670,Yettem,California,CA,Tulare,36.4718,-119.2594
93673,Traver,California,CA,Tulare,36.4552,-119.4848
93675,Squaw Valley,California,CA,Fresno,36.7071,-119.1814
93701,Fresno,California,CA,Fresno,36.7487,-119.7867
93702,Fresno,California,CA,Fresno,36.74,-119.7532
93703,Fresno,California,CA,Fresno,36.7684,-119.7594
93704,Fresno,California,CA,Fresno,36.7991,-119.8016
93705,Fresno,California,CA,Fresno,36.7863,-119.8286
93706,Fresno,California,CA,Fresno,36.6486,-119.9987
93707,Fresno,California,CA,Fresno,36.7464,-119.6397
93708,Fresno,California,CA,Fresno,36.7464,-119.6397
93709,Fresno,California,CA,Fresno,36.7464,-119.6397
93710,Fresno,California,CA,Fresno,36.8236,-119.7621
93711,Fresno,California,CA,Fresno,36.8303,-119.8319
93712,Fresno,California,CA,Fresno,36.7464,-119.6397
93714,Fresno,California,CA,Fresno,36.7464,-119.6397
93715,Fresno,California,CA,Fresno,36.7464,-119.6397
93716,Fresno,California,CA,Fresno,36.7464,-119.6397
93717,Fresno,California,CA,Fresno,36.7464,-119.6397
93718,Fresno,California,CA,Fresno,36.7464,-119.6397
93720,Fresno,California,CA,Fresno,36.8579,-119.7655
93721,Fresno,California,CA,Fresno,36.7377,-119.7843
93722,Fresno,California,CA,Fresno,36.7918,-119.8801
93723,Fresno,California,CA,Fresno,36.7863,-119.9532
93724,Fresno,California,CA,Fresno,36.7464,-119.6397
93725,Fresno,California,CA,Fresno,36.6207,-119.7308
93726,Fresno,California,CA,Fresno,36.7949,-119.7604
93727,Fresno,California,CA,Fresno,36.7528,-119.7061
93728,Fresno,California,CA,Fresno,36.7581,-119.8113
93729,Fresno,California,CA,Fresno,36.7464,-119.6397
93730,Fresno,California,CA,Fresno,36.8878,-119.7589
93737,Fresno,California,CA,Fresno,36.7477,-119.7724
93740,Fresno,California,CA,Fresno,36.7464,-119.6397
93741,Fresno,California,CA,Fresno,36.7464,-119.6397
93744,Fresno,California,CA,Fresno,36.7464,-119.6397
93745,Fresno,California,CA,Fresno,36.7464,-119.6397
93747,Fresno,California,CA,Fresno,36.7464,-119.6397
93750,Fresno,California,CA,Fresno,36.7464,-119.6397
93755,Fresno,California,CA,Fresno,36.7464,-119.6397
93760,Fresno,California,CA,Fresno,36.7464,-119.6397
93761,Fresno,California,CA,Fresno,36.7464,-119.6397
93764,Fresno,California,CA,Fresno,36.7464,-119.6397
93765,Fresno,California,CA,Fresno,36.7464,-119.6397
93771,Fresno,California,CA,Fresno,36.7464,-119.6397
93772,Fresno,California,CA,Fresno,36.7464,-119.6397
93773,Fresno,California,CA,Fresno,36.7464,-119.6397
93774,Fresno,California,CA,Fresno,36.7464,-119.6397
93775,Fresno,California,CA,Fresno,36.7464,-119.6397
93776,Fresno,California,CA,Fresno,36.7464,-119.6397
93777,Fresno,California,CA,Fresno,36.7464,-119.6397
93778,Fresno,California,CA,Fresno,36.7464,-119.6397
